tk_p1_bg_h,192,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,224,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,256,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,288,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,320,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,352,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,384,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,416,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,448,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,480,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,512,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,544,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,576,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,608,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,640,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,672,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,704,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,736,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,32,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,64,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,96,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,128,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,160,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,192,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,224,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,256,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,288,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,320,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,352,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,384,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,416,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,448,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,480,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,512,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,0,544,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,32,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,64,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,96,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,128,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,160,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,192,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,224,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,256,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,288,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,320,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,352,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,384,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,416,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,448,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,480,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,512,0,0,32,32,0,1,1,4294967295
tk_p1_bg_v,768,544,0,0,32,32,0,1,1,4294967295
